id,pre1,rec1,pre2,rec2,pre3,rec3,pre4,rec4,pre5,rec5,pre6,rec6,pre7,rec7,pre8,rec8,pre9,rec9,pre10,rec10,pre11,rec11,pre12,rec12,pre13,rec13,pre14,rec14,pre15,rec15,pre16,rec16,pre17,rec17,pre18,rec18,pre19,rec19,pre20,rec20,pre21,rec21,pre22,rec22,pre23,rec23,pre24,rec24,pre25,rec25,pre26,rec26,pre27,rec27,pre28,rec28
490,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.25,0.5,0.2,0.5,0.16666666666666666,0.5,0.14285714285714285,0.5,0.125,0.5,0.1111111111111111,0.5,0.1,0.5,0.09090909090909091,0.5,0.08333333333333333,0.5,0.07692307692307693,0.5,0.07142857142857142,0.5,0.06666666666666667,0.5,0.0625,0.5,0.058823529411764705,0.5,0.05555555555555555,0.5,0.05263157894736842,0.5,0.05,0.5,0.047619047619047616,0.5,0.045454545454545456,0.5,0.043478260869565216,0.5,0.041666666666666664,0.5,0.04,0.5,0.038461538461538464,0.5,0.037037037037037035,0.5,0.03571428571428571,0.5
491,1.0,0.25,0.5,0.25,0.3333333333333333,0.25,0.5,0.5,0.4,0.5,0.3333333333333333,0.5,0.2857142857142857,0.5,0.25,0.5,0.2222222222222222,0.5,0.2,0.5,0.18181818181818182,0.5,0.16666666666666666,0.5,0.15384615384615385,0.5,0.14285714285714285,0.5,0.13333333333333333,0.5,0.125,0.5,0.17647058823529413,0.75,0.16666666666666666,0.75,0.15789473684210525,0.75,0.15,0.75,0.14285714285714285,0.75,0.13636363636363635,0.75,0.13043478260869565,0.75,0.125,0.75,0.12,0.75,0.11538461538461539,0.75,0.1111111111111111,0.75,0.10714285714285714,0.75
492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.25,0.5,0.2,0.5,0.16666666666666666,0.5,0.14285714285714285,0.5,0.125,0.5,0.1111111111111111,0.5,0.1,0.5,0.09090909090909091,0.5,0.08333333333333333,0.5,0.07692307692307693,0.5,0.07142857142857142,0.5,0.06666666666666667,0.5,0.0625,0.5,0.058823529411764705,0.5,0.05555555555555555,0.5,0.05263157894736842,0.5,0.05,0.5,0.047619047619047616,0.5,0.045454545454545456,0.5,0.043478260869565216,0.5,0.041666666666666664,0.5,0.04,0.5,0.038461538461538464,0.5,0.037037037037037035,0.5,0.03571428571428571,0.5
494,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.4,0.6666666666666666,0.5,1.0,0.42857142857142855,1.0,0.375,1.0,0.3333333333333333,1.0,0.3,1.0,0.2727272727272727,1.0,0.25,1.0,0.23076923076923078,1.0,0.21428571428571427,1.0,0.2,1.0,0.1875,1.0,0.17647058823529413,1.0,0.16666666666666666,1.0,0.15789473684210525,1.0,0.15,1.0,0.14285714285714285,1.0,0.13636363636363635,1.0,0.13043478260869565,1.0,0.125,1.0,0.12,1.0,0.11538461538461539,1.0,0.1111111111111111,1.0,0.10714285714285714,1.0
495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.25,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.125,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.10526315789473684,0.6666666666666666,0.1,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09090909090909091,0.6666666666666666,0.08695652173913043,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.08,0.6666666666666666,0.07692307692307693,0.6666666666666666,0.07407407407407407,0.6666666666666666,0.07142857142857142,0.6666666666666666
497,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.25,1.0,0.2,1.0,0.16666666666666666,1.0,0.14285714285714285,1.0,0.125,1.0,0.1111111111111111,1.0,0.1,1.0,0.09090909090909091,1.0,0.08333333333333333,1.0,0.07692307692307693,1.0,0.07142857142857142,1.0,0.06666666666666667,1.0,0.0625,1.0,0.058823529411764705,1.0,0.05555555555555555,1.0,0.05263157894736842,1.0,0.05,1.0,0.047619047619047616,1.0,0.045454545454545456,1.0,0.043478260869565216,1.0,0.041666666666666664,1.0,0.04,1.0,0.038461538461538464,1.0,0.037037037037037035,1.0,0.03571428571428571,1.0
498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0625,1.0,0.058823529411764705,1.0,0.05555555555555555,1.0,0.05263157894736842,1.0,0.05,1.0,0.047619047619047616,1.0,0.045454545454545456,1.0,0.043478260869565216,1.0,0.041666666666666664,1.0,0.04,1.0,0.038461538461538464,1.0,0.037037037037037035,1.0,0.03571428571428571,1.0
499,0.0,0.0,0.5,0.07692307692307693,0.3333333333333333,0.07692307692307693,0.5,0.15384615384615385,0.4,0.15384615384615385,0.3333333333333333,0.15384615384615385,0.42857142857142855,0.23076923076923078,0.5,0.3076923076923077,0.4444444444444444,0.3076923076923077,0.4,0.3076923076923077,0.36363636363636365,0.3076923076923077,0.4166666666666667,0.38461538461538464,0.46153846153846156,0.46153846153846156,0.5,0.5384615384615384,0.5333333333333333,0.6153846153846154,0.5625,0.6923076923076923,0.5882352941176471,0.7692307692307693,0.5555555555555556,0.7692307692307693,0.5263157894736842,0.7692307692307693,0.5,0.7692307692307693,0.47619047619047616,0.7692307692307693,0.45454545454545453,0.7692307692307693,0.43478260869565216,0.7692307692307693,0.4166666666666667,0.7692307692307693,0.4,0.7692307692307693,0.38461538461538464,0.7692307692307693,0.37037037037037035,0.7692307692307693,0.35714285714285715,0.7692307692307693
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,1.0,0.058823529411764705,1.0,0.11764705882352941,1.0,0.17647058823529413,1.0,0.23529411764705882,1.0,0.29411764705882354,0.8333333333333334,0.29411764705882354,0.7142857142857143,0.29411764705882354,0.625,0.29411764705882354,0.6666666666666666,0.35294117647058826,0.6,0.35294117647058826,0.6363636363636364,0.4117647058823529,0.6666666666666666,0.47058823529411764,0.6923076923076923,0.5294117647058824,0.7142857142857143,0.5882352941176471,0.6666666666666666,0.5882352941176471,0.6875,0.6470588235294118,0.7058823529411765,0.7058823529411765,0.6666666666666666,0.7058823529411765,0.6842105263157895,0.7647058823529411,0.7,0.8235294117647058,0.6666666666666666,0.8235294117647058,0.6363636363636364,0.8235294117647058,0.6086956521739131,0.8235294117647058,0.5833333333333334,0.8235294117647058,0.56,0.8235294117647058,0.5384615384615384,0.8235294117647058,0.5185185185185185,0.8235294117647058,0.5,0.8235294117647058
502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.5,0.07142857142857142,0.5,0.06666666666666667,0.5,0.0625,0.5,0.058823529411764705,0.5,0.05555555555555555,0.5,0.05263157894736842,0.5,0.05,0.5,0.047619047619047616,0.5,0.045454545454545456,0.5,0.043478260869565216,0.5,0.041666666666666664,0.5,0.04,0.5,0.038461538461538464,0.5,0.037037037037037035,0.5,0.03571428571428571,0.5
504,0.0,0.0,0.5,0.5,0.3333333333333333,0.5,0.25,0.5,0.2,0.5,0.16666666666666666,0.5,0.2857142857142857,1.0,0.25,1.0,0.2222222222222222,1.0,0.2,1.0,0.18181818181818182,1.0,0.16666666666666666,1.0,0.15384615384615385,1.0,0.14285714285714285,1.0,0.13333333333333333,1.0,0.125,1.0,0.11764705882352941,1.0,0.1111111111111111,1.0,0.10526315789473684,1.0,0.1,1.0,0.09523809523809523,1.0,0.09090909090909091,1.0,0.08695652173913043,1.0,0.08333333333333333,1.0,0.08,1.0,0.07692307692307693,1.0,0.07407407407407407,1.0,0.07142857142857142,1.0
505,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.25,0.5,0.2,0.5,0.16666666666666666,0.5,0.2857142857142857,1.0,0.25,1.0,0.2222222222222222,1.0,0.2,1.0,0.18181818181818182,1.0,0.16666666666666666,1.0,0.15384615384615385,1.0,0.14285714285714285,1.0,0.13333333333333333,1.0,0.125,1.0,0.11764705882352941,1.0,0.1111111111111111,1.0,0.10526315789473684,1.0,0.1,1.0,0.09523809523809523,1.0,0.09090909090909091,1.0,0.08695652173913043,1.0,0.08333333333333333,1.0,0.08,1.0,0.07692307692307693,1.0,0.07407407407407407,1.0,0.07142857142857142,1.0
506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.125,1.0,0.1111111111111111,1.0,0.1,1.0,0.09090909090909091,1.0,0.08333333333333333,1.0,0.07692307692307693,1.0,0.07142857142857142,1.0,0.06666666666666667,1.0,0.0625,1.0,0.058823529411764705,1.0,0.05555555555555555,1.0,0.05263157894736842,1.0,0.05,1.0,0.047619047619047616,1.0,0.045454545454545456,1.0,0.043478260869565216,1.0,0.041666666666666664,1.0,0.04,1.0,0.038461538461538464,1.0,0.037037037037037035,1.0,0.03571428571428571,1.0
507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,1.0,0.2,0.5,0.2,0.3333333333333333,0.2,0.25,0.2,0.2,0.2,0.16666666666666666,0.2,0.14285714285714285,0.2,0.25,0.4,0.2222222222222222,0.4,0.2,0.4,0.18181818181818182,0.4,0.16666666666666666,0.4,0.15384615384615385,0.4,0.14285714285714285,0.4,0.13333333333333333,0.4,0.125,0.4,0.11764705882352941,0.4,0.1111111111111111,0.4,0.15789473684210525,0.6,0.2,0.8,0.19047619047619047,0.8,0.18181818181818182,0.8,0.17391304347826086,0.8,0.16666666666666666,0.8,0.16,0.8,0.15384615384615385,0.8,0.14814814814814814,0.8,0.14285714285714285,0.8
510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.5,0.06666666666666667,0.5,0.0625,0.5,0.058823529411764705,0.5,0.05555555555555555,0.5,0.05263157894736842,0.5,0.05,0.5,0.047619047619047616,0.5,0.045454545454545456,0.5,0.043478260869565216,0.5,0.041666666666666664,0.5,0.04,0.5,0.038461538461538464,0.5,0.037037037037037035,0.5,0.03571428571428571,0.5
511,1.0,0.125,1.0,0.25,1.0,0.375,0.75,0.375,0.6,0.375,0.5,0.375,0.5714285714285714,0.5,0.5,0.5,0.4444444444444444,0.5,0.4,0.5,0.45454545454545453,0.625,0.4166666666666667,0.625,0.38461538461538464,0.625,0.35714285714285715,0.625,0.3333333333333333,0.625,0.375,0.75,0.35294117647058826,0.75,0.3888888888888889,0.875,0.3684210526315789,0.875,0.35,0.875,0.3333333333333333,0.875,0.3181818181818182,0.875,0.30434782608695654,0.875,0.2916666666666667,0.875,0.28,0.875,0.2692307692307692,0.875,0.25925925925925924,0.875,0.25,0.875
512,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.2,0.5,0.16666666666666666,0.5,0.14285714285714285,0.5,0.125,0.5,0.1111111111111111,0.5,0.1,0.5,0.09090909090909091,0.5,0.08333333333333333,0.5,0.07692307692307693,0.5,0.07142857142857142,0.5,0.06666666666666667,0.5,0.0625,0.5,0.058823529411764705,0.5,0.05555555555555555,0.5,0.05263157894736842,0.5,0.05,0.5,0.047619047619047616,0.5,0.045454545454545456,0.5,0.043478260869565216,0.5,0.041666666666666664,0.5,0.04,0.5,0.038461538461538464,0.5,0.037037037037037035,0.5,0.03571428571428571,0.5
513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.3333333333333333,0.5,0.2857142857142857,0.5,0.25,0.5,0.3333333333333333,0.75,0.3,0.75,0.2727272727272727,0.75,0.25,0.75,0.23076923076923078,0.75,0.21428571428571427,0.75,0.2,0.75,0.1875,0.75,0.17647058823529413,0.75,0.2222222222222222,1.0,0.21052631578947367,1.0,0.2,1.0,0.19047619047619047,1.0,0.18181818181818182,1.0,0.17391304347826086,1.0,0.16666666666666666,1.0,0.16,1.0,0.15384615384615385,1.0,0.14814814814814814,1.0,0.14285714285714285,1.0
514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.08333333333333333,1.0,0.07692307692307693,1.0,0.07142857142857142,1.0,0.06666666666666667,1.0,0.0625,1.0,0.058823529411764705,1.0,0.05555555555555555,1.0,0.05263157894736842,1.0,0.05,1.0,0.047619047619047616,1.0,0.045454545454545456,1.0,0.043478260869565216,1.0,0.041666666666666664,1.0,0.04,1.0,0.038461538461538464,1.0,0.037037037037037035,1.0,0.03571428571428571,1.0
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.0625,0.3333333333333333,0.11764705882352941,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.10526315789473684,0.6666666666666666,0.1,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09090909090909091,0.6666666666666666,0.08695652173913043,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.08,0.6666666666666666,0.07692307692307693,0.6666666666666666,0.07407407407407407,0.6666666666666666,0.07142857142857142,0.6666666666666666
516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5,0.125,0.5,0.1111111111111111,0.5,0.2,1.0,0.18181818181818182,1.0,0.16666666666666666,1.0,0.15384615384615385,1.0,0.14285714285714285,1.0,0.13333333333333333,1.0,0.125,1.0,0.11764705882352941,1.0,0.1111111111111111,1.0,0.10526315789473684,1.0,0.1,1.0,0.09523809523809523,1.0,0.09090909090909091,1.0,0.08695652173913043,1.0,0.08333333333333333,1.0,0.08,1.0,0.07692307692307693,1.0,0.07407407407407407,1.0,0.07142857142857142,1.0
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.25,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.125,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.10526315789473684,0.6666666666666666,0.1,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09090909090909091,0.6666666666666666,0.08695652173913043,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.08,0.6666666666666666,0.07692307692307693,0.6666666666666666,0.07407407407407407,0.6666666666666666,0.07142857142857142,0.6666666666666666
520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5,0.058823529411764705,0.5,0.05555555555555555,0.5,0.05263157894736842,0.5,0.05,0.5,0.047619047619047616,0.5,0.045454545454545456,0.5,0.043478260869565216,0.5,0.041666666666666664,0.5,0.04,0.5,0.038461538461538464,0.5,0.037037037037037035,0.5,0.03571428571428571,0.5
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,1.0,0.05263157894736842,1.0,0.05,1.0,0.047619047619047616,1.0,0.045454545454545456,1.0,0.043478260869565216,1.0,0.041666666666666664,1.0,0.04,1.0,0.038461538461538464,1.0,0.037037037037037035,1.0,0.03571428571428571,1.0
522,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.25,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.125,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.10526315789473684,0.6666666666666666,0.1,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09090909090909091,0.6666666666666666,0.08695652173913043,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.08,0.6666666666666666,0.07692307692307693,0.6666666666666666,0.07407407407407407,0.6666666666666666,0.07142857142857142,0.6666666666666666
523,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.25,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.125,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.10526315789473684,0.6666666666666666,0.1,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.09090909090909091,0.6666666666666666,0.08695652173913043,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.08,0.6666666666666666,0.07692307692307693,0.6666666666666666,0.07407407407407407,0.6666666666666666,0.07142857142857142,0.6666666666666666
524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.16666666666666666,0.2,0.14285714285714285,0.2,0.125,0.2,0.1111111111111111,0.2,0.1,0.2,0.09090909090909091,0.2,0.08333333333333333,0.2,0.15384615384615385,0.4,0.14285714285714285,0.4,0.2,0.6,0.25,0.8,0.23529411764705882,0.8,0.2777777777777778,1.0,0.2631578947368421,1.0,0.25,1.0,0.23809523809523808,1.0,0.22727272727272727,1.0,0.21739130434782608,1.0,0.20833333333333334,1.0,0.2,1.0,0.19230769230769232,1.0,0.18518518518518517,1.0,0.17857142857142858,1.0
525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.2727272727272727,0.75,0.2727272727272727,0.6,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.7142857142857143,0.45454545454545453,0.75,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.7,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5833333333333334,0.6363636363636364,0.5384615384615384,0.6363636363636364,0.5,0.6363636363636364,0.4666666666666667,0.6363636363636364,0.4375,0.6363636363636364,0.47058823529411764,0.7272727272727273,0.4444444444444444,0.7272727272727273,0.42105263157894735,0.7272727272727273,0.4,0.7272727272727273,0.38095238095238093,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.34782608695652173,0.7272727272727273,0.3333333333333333,0.7272727272727273,0.32,0.7272727272727273,0.3076923076923077,0.7272727272727273,0.2962962962962963,0.7272727272727273,0.2857142857142857,0.7272727272727273
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.16666666666666666,1.0,0.14285714285714285,1.0,0.125,1.0,0.1111111111111111,1.0,0.1,1.0,0.09090909090909091,1.0,0.08333333333333333,1.0,0.07692307692307693,1.0,0.07142857142857142,1.0,0.06666666666666667,1.0,0.0625,1.0,0.058823529411764705,1.0,0.05555555555555555,1.0,0.05263157894736842,1.0,0.05,1.0,0.047619047619047616,1.0,0.045454545454545456,1.0,0.043478260869565216,1.0,0.041666666666666664,1.0,0.04,1.0,0.038461538461538464,1.0,0.037037037037037035,1.0,0.03571428571428571,1.0
529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.125,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.2,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.23076923076923078,0.5,0.21428571428571427,0.5,0.2,0.5,0.1875,0.5,0.23529411764705882,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.21052631578947367,0.6666666666666666,0.2,0.6666666666666666,0.19047619047619047,0.6666666666666666,0.18181818181818182,0.6666666666666666,0.17391304347826086,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16,0.6666666666666666,0.15384615384615385,0.6666666666666666,0.14814814814814814,0.6666666666666666,0.14285714285714285,0.6666666666666666
530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,1.0,0.1,1.0,0.2,1.0,0.3,0.75,0.3,0.6,0.3,0.5,0.3,0.42857142857142855,0.3,0.5,0.4,0.4444444444444444,0.4,0.5,0.5,0.5454545454545454,0.6,0.5,0.6,0.46153846153846156,0.6,0.42857142857142855,0.6,0.4,0.6,0.4375,0.7,0.4117647058823529,0.7,0.3888888888888889,0.7,0.3684210526315789,0.7,0.35,0.7,0.3333333333333333,0.7,0.3181818181818182,0.7,0.30434782608695654,0.7,0.2916666666666667,0.7,0.28,0.7,0.2692307692307692,0.7,0.25925925925925924,0.7,0.25,0.7
532,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.16666666666666666,0.25,0.14285714285714285,0.25,0.25,0.5,0.2222222222222222,0.5,0.3,0.75,0.2727272727272727,0.75,0.25,0.75,0.23076923076923078,0.75,0.21428571428571427,0.75,0.2,0.75,0.1875,0.75,0.17647058823529413,0.75,0.16666666666666666,0.75,0.15789473684210525,0.75,0.15,0.75,0.14285714285714285,0.75,0.13636363636363635,0.75,0.13043478260869565,0.75,0.125,0.75,0.12,0.75,0.11538461538461539,0.75,0.1111111111111111,0.75,0.10714285714285714,0.75
